latitude;longitude;name;postCode;city
45.23986698545118;5.752860582215437;1 Chemin de Vence;38126;Corenc
45.10813617574606;5.646502132687397;24 Chemin de Savoyères;38111;Claix
45.20606401884007;5.708976331110344;11bis Rue Conrad Killian;38423;Saint-Martin-le-Vinoux
45.25667634184911;5.623215377409979;339 Allée de l'Emporey;38540;Veurey-Voroize
45.11518636568976;5.75524692343165;171 Route du Mollard;38200;Jarrie
45.14117844694908;5.842300046356264;60 Chemin du Ruisseau;38422;Saint-Martin-d'Uriage
45.24237976346804;5.673674437652485;17 rue des peupliers;38382;Saint-Égrève
45.23702135893835;5.804088040847602;677 Chemin des Tières;38045;Biviers
45.283699011839595;5.6459228998981486;47 Allée du Lavoir;38565;Voreppe
45.14376552884072;5.668894081660855;31 Chemin de Pénatière;38111;Claix
45.10286350260968;5.747486030711455;211 Chemin de Maupertuis;38200;Jarrie
45.20714364379859;5.764600830018119;Rue de l’Oisans;38229;Meylan
45.10666165368397;5.875274411279132;139 Avenue du Pere Tasse;38567;Chamrousse
45.20163749211627;5.841298870344903;6 Impasse de la Roche;38150;Domène
45.17932007399522;5.7940914294382475;32 Rue des Arènes;38179;Gières
45.16985135243093;5.752116662732291;22 Place de la Triade;38421;Saint-Martin-d'Hères
45.20318597969074;5.879978421063259;76 Chemin du Buisson;38404;Saint-Jean-le-Vieux
45.199665541251406;5.730954948245728;51 Chemin de la Bastille;38185;Grenoble
45.18463500778598;5.772690858971829;17 Rue du Champ Roman;38421;Saint-Martin-d'Hères
45.23737624948202;5.820109890447813;10 Domaine du Saint Eynard;38249;Montbonnot-Saint-Martin
45.177552994402056;5.607321059481262;Chemin de la Grande Combe;38153;Engins
45.20959680315213;5.849014198754387;94 Rue du Vercors;38538;Le Versoud
45.1686860244343;5.68458948265326;19b Rue de Comboire;38485;Seyssinet-Pariset
45.144920093439;5.85992976266306;51 Chemin des Sources;38422;Saint-Martin-d'Uriage
45.222224564540156;5.79704806733813;5 Allée des Clématites;38229;Meylan
45.17317035234293;5.641685162997464;220 Chemin des Soldanelles;38433;Saint-Nizier-du-Moucherotte
45.16748810490348;5.710461772734696;7 Rue Corot;38185;Grenoble
45.136206474225425;5.773942943944789;2665 Route des Angonnes;38059;Brié-et-Angonnes
45.22023072618071;5.6592387736840495;9 Impasse des Engenieres;38474;Sassenage
45.24307710552084;5.892277534646454;42ter Avenue Général de Miribel;38547;Villard-Bonnot
45.19584911583876;5.7773480072791585;1920 Rue de la Piscine;38179;Gières
45.25723529348814;5.661214046140609;12 Allée de Montpertuis;38170;Fontanil-Cornillon
45.1691361407295;5.73764260888398;Square Henri Mauchant;38185;Grenoble
45.27883070028888;5.751985905635356;439 Route de Gervais;38472;Sarcenas
45.241726156256746;5.822027884662327;2 Place de l’Agora;38397;Saint-Ismier
45.168677746091454;5.717786592341679;27 Rue Marquian;38185;Grenoble
45.2223040476492;5.877391347941353;26 Rue Lamartine;38538;Le Versoud
45.11187618891998;5.691851269258127;67 Avenue de la Libération;38111;Claix
45.25485287839863;5.8471951048213215;483 Chemin du Piat;38431;Saint-Nazaire-les-Eymes
45.15001177200199;5.675719117471186;65 Rue de la Lune;38486;Seyssins
45.170534648457895;5.728751416486447;38 Rue des Alliés;38185;Grenoble
45.27565376323139;5.711205738860509;237 Route de Quaix;38325;Proveysieux
45.20756623685629;5.694452699829581;71 Avenue des Martyrs;38185;Grenoble
45.15542963421485;5.733346792701697;401 Avenue d'Innsbruck;38185;Grenoble
45.15517984940119;5.744360329321253;62 Rue des Javaux;38158;Eybens
45.212198724883535;5.779208415260941;5 Allée de la Piat;38229;Meylan
45.18568314923512;5.710677681982018;76 Rue d'Alembert;38185;Grenoble
45.10975737901459;5.783829519641664;370 Chemin des Hache;38059;Brié-et-Angonnes
45.209154153187704;5.896778705272778;169 Chemin du Bourguillon;38120;La Combe-de-Lancey
45.169980073715415;5.601642499393442;978 Route des Merciers;38153;Engins
